     # analyt      conj_grad  pre_conj_grad
      -0.003678    -0.00370388    -0.00371242
      -0.003682    -0.00370678    -0.00371582
      -0.003683    -0.00370909     -0.0037186
      -0.003685    -0.00371069    -0.00372093
      -0.003687    -0.00371178    -0.00372273
      -0.003686    -0.00371229    -0.00372362
      -0.003686    -0.00371229    -0.00372362
      -0.003687    -0.00371178    -0.00372273
      -0.003685    -0.00371069    -0.00372093
      -0.003683    -0.00370909     -0.0037186
      -0.003682    -0.00370678    -0.00371582
      -0.003678    -0.00370388    -0.00371242
      -0.003673    -0.00370006    -0.00370815
      -0.003669    -0.00369547    -0.00370296
      -0.003664    -0.00368966    -0.00369689
      -0.003654    -0.00368276    -0.00368954
      -0.003646    -0.00367422    -0.00368065
      -0.003637     -0.0036641    -0.00367016
      -0.003622    -0.00365169    -0.00365758
      -0.003607    -0.00363698    -0.00364239
      -0.003591    -0.00361904    -0.00362431
      -0.003567     -0.0035977    -0.00360255
       -0.00354    -0.00357176    -0.00357641
       -0.00351    -0.00354075    -0.00354507
      -0.003471    -0.00350309    -0.00350721
      -0.003423    -0.00345785    -0.00346162
       -0.00337    -0.00340285    -0.00340645
      -0.003303    -0.00333639    -0.00333959
      -0.003219    -0.00325535    -0.00325837
      -0.003122    -0.00315675    -0.00315935
      -0.003004    -0.00303588     -0.0030383
      -0.002852    -0.00288752    -0.00288955
      -0.002671    -0.00270412    -0.00270593
       -0.00245    -0.00247634     -0.0024778
      -0.002163    -0.00219105    -0.00219226
      -0.001806    -0.00183076    -0.00183169
      -0.001364    -0.00137069    -0.00137132
      -0.000768   -0.000776407   -0.000776706
        -0.0009   -0.000908151   -0.000908555
      -0.001616    -0.00162421    -0.00162502
      -0.002163    -0.00219105    -0.00219226
       -0.00261    -0.00264246    -0.00264401
      -0.002973    -0.00300397    -0.00300603
      -0.003256    -0.00329537    -0.00329778
      -0.003489    -0.00353123     -0.0035341
      -0.003685    -0.00372331    -0.00372648
      -0.003839       -0.00388    -0.00388363
      -0.003965    -0.00400865    -0.00401256
      -0.004075    -0.00411418    -0.00411855
      -0.004162    -0.00420139    -0.00420599
      -0.004232    -0.00427317    -0.00427829
      -0.004295    -0.00433282    -0.00433814
      -0.004345    -0.00438199    -0.00438791
      -0.004385    -0.00442307    -0.00442915
      -0.004421    -0.00445691    -0.00446356
      -0.004451    -0.00448532     -0.0044922
      -0.004473    -0.00450868      -0.004516
      -0.004494    -0.00452836    -0.00453602
      -0.004512    -0.00454447    -0.00455265
      -0.004525    -0.00455808    -0.00456655
      -0.004536    -0.00456913    -0.00457831
      -0.004547    -0.00457846    -0.00458795
      -0.004555    -0.00458593    -0.00459596
       -0.00456    -0.00459219    -0.00460288
      -0.004567    -0.00459708    -0.00460855
      -0.004571    -0.00460106    -0.00461296
      -0.004573      -0.004604    -0.00461664
      -0.004576    -0.00460621    -0.00461983
      -0.004579    -0.00460758    -0.00462207
      -0.004578    -0.00460829    -0.00462332
      -0.004578    -0.00460829    -0.00462332
      -0.004579    -0.00460758    -0.00462207
      -0.004576    -0.00460621    -0.00461983
      -0.004573      -0.004604    -0.00461664
      -0.004571    -0.00460106    -0.00461296
      -0.004567    -0.00459708    -0.00460855
       -0.00456    -0.00459219    -0.00460288
      -0.004555    -0.00458593    -0.00459596
      -0.004547    -0.00457846    -0.00458795
      -0.004536    -0.00456913    -0.00457831
      -0.004525    -0.00455808    -0.00456655
      -0.004512    -0.00454447    -0.00455265
      -0.004494    -0.00452836    -0.00453602
      -0.004473    -0.00450868      -0.004516
      -0.004451    -0.00448532     -0.0044922
      -0.004421    -0.00445691    -0.00446356
      -0.004385    -0.00442307    -0.00442915
      -0.004345    -0.00438199    -0.00438791
      -0.004295    -0.00433282    -0.00433814
      -0.004232    -0.00427317    -0.00427829
      -0.004162    -0.00420139    -0.00420599
      -0.004075    -0.00411418    -0.00411855
      -0.003965    -0.00400865    -0.00401256
      -0.003839       -0.00388    -0.00388363
      -0.003685    -0.00372331    -0.00372648
      -0.003489    -0.00353123     -0.0035341
      -0.003256    -0.00329537    -0.00329778
      -0.002973    -0.00300397    -0.00300603
       -0.00261    -0.00264246    -0.00264401
      -0.002163    -0.00219105    -0.00219226
      -0.001616    -0.00162421    -0.00162502
        -0.0009   -0.000908151   -0.000908555
      -0.001007    -0.00101009    -0.00101058
      -0.001818    -0.00182239    -0.00182343
       -0.00245    -0.00247634     -0.0024778
      -0.002973    -0.00300397    -0.00300603
      -0.003401    -0.00343126    -0.00343373
      -0.003739    -0.00377824    -0.00378126
      -0.004019    -0.00406129    -0.00406464
      -0.004254    -0.00429256    -0.00429656
      -0.004441     -0.0044825    -0.00448681
      -0.004595    -0.00463844    -0.00464344
      -0.004728    -0.00476728    -0.00477257
      -0.004834    -0.00487341    -0.00487936
      -0.004921    -0.00496155     -0.0049678
      -0.004997    -0.00503428    -0.00504111
      -0.005059    -0.00509497    -0.00510214
      -0.005108    -0.00514506    -0.00515277
      -0.005152    -0.00518706    -0.00519509
      -0.005189    -0.00522166    -0.00523037
      -0.005217     -0.0052508    -0.00525975
      -0.005242    -0.00527472    -0.00528448
      -0.005264    -0.00529493    -0.00530496
      -0.005281    -0.00531141    -0.00532207
      -0.005294    -0.00532536    -0.00533658
      -0.005308    -0.00533662    -0.00534855
      -0.005317    -0.00534611    -0.00535851
      -0.005324    -0.00535362      -0.005367
      -0.005332    -0.00535986    -0.00537395
      -0.005338    -0.00536462     -0.0053795
       -0.00534     -0.0053684    -0.00538407
      -0.005343    -0.00537102    -0.00538787
      -0.005346     -0.0053728    -0.00539081
      -0.005346    -0.00537364    -0.00539224
      -0.005346    -0.00537364    -0.00539224
      -0.005346     -0.0053728    -0.00539081
      -0.005343    -0.00537102    -0.00538787
       -0.00534     -0.0053684    -0.00538407
      -0.005338    -0.00536462     -0.0053795
      -0.005332    -0.00535986    -0.00537395
      -0.005324    -0.00535362      -0.005367
      -0.005317    -0.00534611    -0.00535851
      -0.005308    -0.00533662    -0.00534855
      -0.005294    -0.00532536    -0.00533658
      -0.005281    -0.00531141    -0.00532207
      -0.005264    -0.00529493    -0.00530496
      -0.005242    -0.00527472    -0.00528448
      -0.005217     -0.0052508    -0.00525975
      -0.005189    -0.00522166    -0.00523037
      -0.005152    -0.00518706    -0.00519509
      -0.005108    -0.00514506    -0.00515277
      -0.005059    -0.00509497    -0.00510214
      -0.004997    -0.00503428    -0.00504111
      -0.004921    -0.00496155     -0.0049678
      -0.004834    -0.00487341    -0.00487936
      -0.004728    -0.00476728    -0.00477257
      -0.004595    -0.00463844    -0.00464344
      -0.004441     -0.0044825    -0.00448681
      -0.004254    -0.00429256    -0.00429656
      -0.004019    -0.00406129    -0.00406464
      -0.003739    -0.00377824    -0.00378126
      -0.003401    -0.00343126    -0.00343373
      -0.002973    -0.00300397    -0.00300603
       -0.00245    -0.00247634     -0.0024778
      -0.001818    -0.00182239    -0.00182343
      -0.001007    -0.00101009    -0.00101058
      -0.001082    -0.00109029     -0.0010909
      -0.001968    -0.00197944    -0.00198064
      -0.002671    -0.00270412    -0.00270593
      -0.003256    -0.00329537    -0.00329778
      -0.003739    -0.00377824    -0.00378126
      -0.004126    -0.00417366     -0.0041772
      -0.004447    -0.00449778    -0.00450205
      -0.004717    -0.00476447    -0.00476923
      -0.004934    -0.00498387     -0.0049893
      -0.005113    -0.00516525     -0.0051711
      -0.005267    -0.00531488    -0.00532141
      -0.005391    -0.00543915    -0.00544604
      -0.005493    -0.00554184    -0.00554949
      -0.005582     -0.0056275    -0.00563543
      -0.005655    -0.00569832    -0.00570712
      -0.005713    -0.00575764     -0.0057667
      -0.005764    -0.00580663    -0.00581656
      -0.005808    -0.00584784     -0.0058581
      -0.005841    -0.00588178     -0.0058927
       -0.00587    -0.00591043    -0.00592185
      -0.005897    -0.00593391    -0.00594607
      -0.005916    -0.00595377    -0.00596638
      -0.005932    -0.00596992    -0.00598359
      -0.005948    -0.00598357    -0.00599767
      -0.005959    -0.00599451     -0.0060094
      -0.005968    -0.00600368    -0.00601954
      -0.005977    -0.00601084    -0.00602785
      -0.005983    -0.00601668     -0.0060343
      -0.005986    -0.00602099    -0.00603969
       -0.00599    -0.00602423    -0.00604438
      -0.005994    -0.00602626    -0.00604763
      -0.005993     -0.0060273    -0.00604941
      -0.005993     -0.0060273    -0.00604941
      -0.005994    -0.00602626    -0.00604763
       -0.00599    -0.00602423    -0.00604438
      -0.005986    -0.00602099    -0.00603969
      -0.005983    -0.00601668     -0.0060343
      -0.005977    -0.00601084    -0.00602785
      -0.005968    -0.00600368    -0.00601954
      -0.005959    -0.00599451     -0.0060094
      -0.005948    -0.00598357    -0.00599767
      -0.005932    -0.00596992    -0.00598359
      -0.005916    -0.00595377    -0.00596638
      -0.005897    -0.00593391    -0.00594607
       -0.00587    -0.00591043    -0.00592185
      -0.005841    -0.00588178     -0.0058927
      -0.005808    -0.00584784     -0.0058581
      -0.005764    -0.00580663    -0.00581656
      -0.005713    -0.00575764     -0.0057667
      -0.005655    -0.00569832    -0.00570712
      -0.005582     -0.0056275    -0.00563543
      -0.005493    -0.00554184    -0.00554949
      -0.005391    -0.00543915    -0.00544604
      -0.005267    -0.00531488    -0.00532141
      -0.005113    -0.00516525     -0.0051711
      -0.004934    -0.00498387     -0.0049893
      -0.004717    -0.00476447    -0.00476923
      -0.004447    -0.00449778    -0.00450205
      -0.004126    -0.00417366     -0.0041772
      -0.003739    -0.00377824    -0.00378126
      -0.003256    -0.00329537    -0.00329778
      -0.002671    -0.00270412    -0.00270593
      -0.001968    -0.00197944    -0.00198064
      -0.001082    -0.00109029     -0.0010909
      -0.001146    -0.00115423     -0.0011549
      -0.002092      -0.002105    -0.00210644
      -0.002852    -0.00288752    -0.00288955
      -0.003489    -0.00353123     -0.0035341
      -0.004019    -0.00406129    -0.00406464
      -0.004447    -0.00449778    -0.00450205
      -0.004805     -0.0048581    -0.00486283
      -0.005105    -0.00515542    -0.00516098
      -0.005349    -0.00540166    -0.00540764
      -0.005551    -0.00560525    -0.00561216
      -0.005724    -0.00577447    -0.00578178
      -0.005865    -0.00591457    -0.00592281
       -0.00598    -0.00603144    -0.00604012
      -0.006081    -0.00612825    -0.00613776
      -0.006164    -0.00620932     -0.0062193
       -0.00623    -0.00627642    -0.00628714
      -0.006288    -0.00633282      -0.006344
      -0.006338    -0.00637941    -0.00639146
      -0.006376    -0.00641871    -0.00643113
       -0.00641    -0.00645104    -0.00646457
       -0.00644    -0.00647839    -0.00649231
      -0.006462    -0.00650074    -0.00651553
      -0.006481    -0.00651967    -0.00653521
      -0.006499    -0.00653497    -0.00655144
      -0.006512    -0.00654788    -0.00656504
      -0.006522    -0.00655811    -0.00657664
      -0.006532    -0.00656661    -0.00658604
       -0.00654    -0.00657311    -0.00659355
      -0.006543    -0.00657825    -0.00659985
      -0.006548    -0.00658184    -0.00660501
      -0.006552    -0.00658427    -0.00660893
      -0.006551    -0.00658541    -0.00661083
      -0.006551    -0.00658541    -0.00661083
      -0.006552    -0.00658427    -0.00660893
      -0.006548    -0.00658184    -0.00660501
      -0.006543    -0.00657825    -0.00659985
       -0.00654    -0.00657311    -0.00659355
      -0.006532    -0.00656661    -0.00658604
      -0.006522    -0.00655811    -0.00657664
      -0.006512    -0.00654788    -0.00656504
      -0.006499    -0.00653497    -0.00655144
      -0.006481    -0.00651967    -0.00653521
      -0.006462    -0.00650074    -0.00651553
       -0.00644    -0.00647839    -0.00649231
       -0.00641    -0.00645104    -0.00646457
      -0.006376    -0.00641871    -0.00643113
      -0.006338    -0.00637941    -0.00639146
      -0.006288    -0.00633282      -0.006344
       -0.00623    -0.00627642    -0.00628714
      -0.006164    -0.00620932     -0.0062193
      -0.006081    -0.00612825    -0.00613776
       -0.00598    -0.00603144    -0.00604012
      -0.005865    -0.00591457    -0.00592281
      -0.005724    -0.00577447    -0.00578178
      -0.005551    -0.00560525    -0.00561216
      -0.005349    -0.00540166    -0.00540764
      -0.005105    -0.00515542    -0.00516098
      -0.004805     -0.0048581    -0.00486283
      -0.004447    -0.00449778    -0.00450205
      -0.004019    -0.00406129    -0.00406464
      -0.003489    -0.00353123     -0.0035341
      -0.002852    -0.00288752    -0.00288955
      -0.002092      -0.002105    -0.00210644
      -0.001146    -0.00115423     -0.0011549
      -0.001201    -0.00120558    -0.00120639
      -0.002198    -0.00220633    -0.00220792
      -0.003004    -0.00303588     -0.0030383
      -0.003685    -0.00372331    -0.00372648
      -0.004254    -0.00429256    -0.00429656
      -0.004717    -0.00476447    -0.00476923
      -0.005105    -0.00515542    -0.00516098
      -0.005433    -0.00548008    -0.00548632
        -0.0057    -0.00574929    -0.00575648
      -0.005923    -0.00597341    -0.00598119
      -0.006113     -0.0061594    -0.00616808
      -0.006269    -0.00631468    -0.00632385
      -0.006397    -0.00644358    -0.00645371
      -0.006508    -0.00655154    -0.00656205
        -0.0066     -0.0066411    -0.00665272
      -0.006674    -0.00671637    -0.00672832
       -0.00674     -0.0067787    -0.00679181
      -0.006795    -0.00683126    -0.00684482
      -0.006838    -0.00687464    -0.00688911
      -0.006876    -0.00691133    -0.00692645
      -0.006909    -0.00694146    -0.00695748
      -0.006934    -0.00696699    -0.00698363
      -0.006955    -0.00698778    -0.00700579
      -0.006975    -0.00700537    -0.00702395
       -0.00699    -0.00701948    -0.00703911
      -0.007001    -0.00703132    -0.00705218
      -0.007012    -0.00704058    -0.00706287
      -0.007021    -0.00704814    -0.00707121
      -0.007025    -0.00705372    -0.00707817
       -0.00703    -0.00705792    -0.00708422
      -0.007034    -0.00706054    -0.00708835
      -0.007034    -0.00706188    -0.00709055
      -0.007034    -0.00706188    -0.00709055
      -0.007034    -0.00706054    -0.00708835
       -0.00703    -0.00705792    -0.00708422
      -0.007025    -0.00705372    -0.00707817
      -0.007021    -0.00704814    -0.00707121
      -0.007012    -0.00704058    -0.00706287
      -0.007001    -0.00703132    -0.00705218
       -0.00699    -0.00701948    -0.00703911
      -0.006975    -0.00700537    -0.00702395
      -0.006955    -0.00698778    -0.00700579
      -0.006934    -0.00696699    -0.00698363
      -0.006909    -0.00694146    -0.00695748
      -0.006876    -0.00691133    -0.00692645
      -0.006838    -0.00687464    -0.00688911
      -0.006795    -0.00683126    -0.00684482
       -0.00674     -0.0067787    -0.00679181
      -0.006674    -0.00671637    -0.00672832
        -0.0066     -0.0066411    -0.00665272
      -0.006508    -0.00655154    -0.00656205
      -0.006397    -0.00644358    -0.00645371
      -0.006269    -0.00631468    -0.00632385
      -0.006113     -0.0061594    -0.00616808
      -0.005923    -0.00597341    -0.00598119
        -0.0057    -0.00574929    -0.00575648
      -0.005433    -0.00548008    -0.00548632
      -0.005105    -0.00515542    -0.00516098
      -0.004717    -0.00476447    -0.00476923
      -0.004254    -0.00429256    -0.00429656
      -0.003685    -0.00372331    -0.00372648
      -0.003004    -0.00303588     -0.0030383
      -0.002198    -0.00220633    -0.00220792
      -0.001201    -0.00120558    -0.00120639
      -0.001241     -0.0012472    -0.00124807
      -0.002278    -0.00228842    -0.00229024
      -0.003122    -0.00315675    -0.00315935
      -0.003839       -0.00388    -0.00388363
      -0.004441     -0.0044825    -0.00448681
      -0.004934    -0.00498387     -0.0049893
      -0.005349    -0.00540166    -0.00540764
        -0.0057    -0.00574929    -0.00575648
      -0.005988    -0.00603936    -0.00604704
      -0.006228    -0.00628075    -0.00628954
      -0.006434    -0.00648257    -0.00649185
      -0.006603    -0.00665051    -0.00666097
      -0.006743    -0.00679126    -0.00680227
      -0.006864    -0.00690832    -0.00692042
      -0.006965    -0.00700669    -0.00701942
      -0.007046    -0.00708839    -0.00710206
      -0.007117    -0.00715725    -0.00717152
      -0.007178    -0.00721428    -0.00722959
      -0.007225     -0.0072625    -0.00727829
      -0.007267    -0.00730226    -0.00731943
      -0.007303    -0.00733596    -0.00735363
      -0.007331    -0.00736355    -0.00738239
      -0.007354    -0.00738694    -0.00740667
      -0.007376    -0.00740588    -0.00742669
      -0.007393    -0.00742187     -0.0074436
      -0.007405    -0.00743458    -0.00745804
      -0.007417    -0.00744513    -0.00746961
      -0.007426     -0.0074532    -0.00747887
      -0.007432     -0.0074596    -0.00748679
      -0.007437    -0.00746407    -0.00749313
      -0.007441    -0.00746708    -0.00749785
      -0.007441    -0.00746851     -0.0075001
      -0.007441    -0.00746851     -0.0075001
      -0.007441    -0.00746708    -0.00749785
      -0.007437    -0.00746407    -0.00749313
      -0.007432     -0.0074596    -0.00748679
      -0.007426     -0.0074532    -0.00747887
      -0.007417    -0.00744513    -0.00746961
      -0.007405    -0.00743458    -0.00745804
      -0.007393    -0.00742187     -0.0074436
      -0.007376    -0.00740588    -0.00742669
      -0.007354    -0.00738694    -0.00740667
      -0.007331    -0.00736355    -0.00738239
      -0.007303    -0.00733596    -0.00735363
      -0.007267    -0.00730226    -0.00731943
      -0.007225     -0.0072625    -0.00727829
      -0.007178    -0.00721428    -0.00722959
      -0.007117    -0.00715725    -0.00717152
      -0.007046    -0.00708839    -0.00710206
      -0.006965    -0.00700669    -0.00701942
      -0.006864    -0.00690832    -0.00692042
      -0.006743    -0.00679126    -0.00680227
      -0.006603    -0.00665051    -0.00666097
      -0.006434    -0.00648257    -0.00649185
      -0.006228    -0.00628075    -0.00628954
      -0.005988    -0.00603936    -0.00604704
        -0.0057    -0.00574929    -0.00575648
      -0.005349    -0.00540166    -0.00540764
      -0.004934    -0.00498387     -0.0049893
      -0.004441     -0.0044825    -0.00448681
      -0.003839       -0.00388    -0.00388363
      -0.003122    -0.00315675    -0.00315935
      -0.002278    -0.00228842    -0.00229024
      -0.001241     -0.0012472    -0.00124807
      -0.001273    -0.00128102    -0.00128203
      -0.002343    -0.00235545    -0.00235741
      -0.003219    -0.00325535    -0.00325837
      -0.003965    -0.00400865    -0.00401256
      -0.004595    -0.00463844    -0.00464344
      -0.005113    -0.00516525     -0.0051711
      -0.005551    -0.00560525    -0.00561216
      -0.005923    -0.00597341    -0.00598119
      -0.006228    -0.00628075    -0.00628954
      -0.006484    -0.00653819    -0.00654779
      -0.006704      -0.006753    -0.00676377
      -0.006885    -0.00693325    -0.00694468
      -0.007035    -0.00708353    -0.00709611
      -0.007165    -0.00720991    -0.00722298
      -0.007273    -0.00731513    -0.00732948
      -0.007361    -0.00740384    -0.00741861
      -0.007438    -0.00747753    -0.00749371
      -0.007503    -0.00753982    -0.00755657
      -0.007555    -0.00759137    -0.00760931
        -0.0076    -0.00763506    -0.00765379
      -0.007639    -0.00767101    -0.00769077
       -0.00767    -0.00770153    -0.00772205
      -0.007695    -0.00772641    -0.00774856
      -0.007719     -0.0077475    -0.00777037
      -0.007737    -0.00776445    -0.00778865
       -0.00775    -0.00777868    -0.00780426
      -0.007764    -0.00778982    -0.00781701
      -0.007774    -0.00779891    -0.00782712
      -0.007779    -0.00780565    -0.00783545
      -0.007785     -0.0078107    -0.00784267
       -0.00779    -0.00781387    -0.00784747
       -0.00779    -0.00781549    -0.00784995
       -0.00779    -0.00781549    -0.00784995
       -0.00779    -0.00781387    -0.00784747
      -0.007785     -0.0078107    -0.00784267
      -0.007779    -0.00780565    -0.00783545
      -0.007774    -0.00779891    -0.00782712
      -0.007764    -0.00778982    -0.00781701
       -0.00775    -0.00777868    -0.00780426
      -0.007737    -0.00776445    -0.00778865
      -0.007719     -0.0077475    -0.00777037
      -0.007695    -0.00772641    -0.00774856
       -0.00767    -0.00770153    -0.00772205
      -0.007639    -0.00767101    -0.00769077
        -0.0076    -0.00763506    -0.00765379
      -0.007555    -0.00759137    -0.00760931
      -0.007503    -0.00753982    -0.00755657
      -0.007438    -0.00747753    -0.00749371
      -0.007361    -0.00740384    -0.00741861
      -0.007273    -0.00731513    -0.00732948
      -0.007165    -0.00720991    -0.00722298
      -0.007035    -0.00708353    -0.00709611
      -0.006885    -0.00693325    -0.00694468
      -0.006704      -0.006753    -0.00676377
      -0.006484    -0.00653819    -0.00654779
      -0.006228    -0.00628075    -0.00628954
      -0.005923    -0.00597341    -0.00598119
      -0.005551    -0.00560525    -0.00561216
      -0.005113    -0.00516525     -0.0051711
      -0.004595    -0.00463844    -0.00464344
      -0.003965    -0.00400865    -0.00401256
      -0.003219    -0.00325535    -0.00325837
      -0.002343    -0.00235545    -0.00235741
      -0.001273    -0.00128102    -0.00128203
      -0.001304    -0.00130872    -0.00130979
      -0.002401     -0.0024102    -0.00241239
      -0.003303    -0.00333639    -0.00333959
      -0.004075    -0.00411418    -0.00411855
      -0.004728    -0.00476728    -0.00477257
      -0.005267    -0.00531488    -0.00532141
      -0.005724    -0.00577447    -0.00578178
      -0.006113     -0.0061594    -0.00616808
      -0.006434    -0.00648257    -0.00649185
      -0.006704      -0.006753    -0.00676377
      -0.006936    -0.00698027    -0.00699157
      -0.007127    -0.00717028    -0.00718291
      -0.007286     -0.0073302    -0.00734346
      -0.007425    -0.00746372    -0.00747832
       -0.00754    -0.00757633     -0.0075917
      -0.007634    -0.00767014     -0.0076867
      -0.007716    -0.00774945    -0.00776678
      -0.007785    -0.00781532    -0.00783382
      -0.007841    -0.00787113    -0.00789022
      -0.007889    -0.00791727     -0.0079379
      -0.007931    -0.00795643     -0.0079777
      -0.007964    -0.00798857    -0.00801133
      -0.007991    -0.00801586    -0.00803964
      -0.008017      -0.008038    -0.00806295
      -0.008036     -0.0080567    -0.00808277
